Geography,Category,Brand Name,Company Name (GBO),Data Type,Unit,2019,2020,2021,2022,2023
Egypt,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,EGP million,1061884,1073989.4,1134656.1,1268590.5,1603533.1
Egypt,Non-Grocery Retailers,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,EGP million,4373.1,4373.1,5291.5,6402.6,7600
Egypt,Non-Grocery Retailers,Vodafone (Vodafone Group Plc),Vodafone Group Plc,Retail Value RSP excl Sales Tax,EGP million,4211,2885,3577.4,4886.4,6100
Egypt,Non-Grocery Retailers,LG (LG Corp),LG Corp,Retail Value RSP excl Sales Tax,EGP million,1032.4,1971,2522.8,3153.5,3750
Egypt,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,EGP million,568987.4,535339.4,568215.5,636745.9,795564.1
Egypt,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,EGP million,613079,576510.8,615833.4,696242.4,878603.3
Egypt,Appliances and Electronics Specialists,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,EGP million,4373.1,4373.1,5291.5,6402.6,7600
Egypt,Appliances and Electronics Specialists,Vodafone (Vodafone Group Plc),Vodafone Group Plc,Retail Value RSP excl Sales Tax,EGP million,4211,2885,3577.4,4886.4,6100
Egypt,Appliances and Electronics Specialists,LG (LG Corp),LG Corp,Retail Value RSP excl Sales Tax,EGP million,1032.4,1971,2522.8,3153.5,3750
Egypt,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,EGP million,49953.7,49550.3,45825,46028.1,47571.5
Egypt,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,EGP million,74648.6,72666.2,73134.4,83976.7,96772
Egypt,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,EGP million,9085.6,19784.2,28411.4,39174.1,46539.7
Egypt,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,EGP million,18829.8,35368,43351.5,59818.6,84404
Israel,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,1471.5,1561.2,1701.1,1802.3,1866.7
Israel,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,785.3,742,818.9,926.9,1001
Israel,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,510.5,526.9,594,651.6,706.1
Israel,Mobile Phones,Realme (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,64.8,87.9,93.3,100.4
Israel,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,57.1,52.6,49.6,62,65.8
Israel,Mobile Phones,OnePlus (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,103,93.1,80.7,73.5,64.9
Israel,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,-,135.9,78.1,59.7
Israel,Mobile Phones,Hisense (Hisense Group),Hisense Group,Retail Volume,000 units,19.9,31.9,42.1,52.5,59.3
Israel,Mobile Phones,Google Pixel (Alphabet Inc),Alphabet Inc,Retail Volume,000 units,-,-,-,-,24
Israel,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,20.2,19.3,18.1,15.9,14.1
Israel,Mobile Phones,Meizu (Meizu Telecom Equipment Co Ltd),Meizu Telecom Equipment Co Ltd,Retail Volume,000 units,72.5,54.9,42.2,18.3,9.7
Israel,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,266.3,147.6,11.6,8.9,6.5
Israel,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,11.2,9.1,7.5,7.1,6.3
Israel,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,9.2,7.8,6.4,4.7,3.2
Israel,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,7.7,5.1,4.2,3.1,2.4
Israel,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,10.6,5.1,3,2.3,2
Israel,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,2.9,2.6,1.9,0.8,0.4
Israel,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,-,-,-,-,-
Israel,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,240.2,105.7,29.3,18.3,-
Israel,Mobile Phones,Others,Others,Retail Volume,000 units,167.8,223.6,187.2,151.5,92
Israel,Mobile Phones,Total,Total,Retail Volume,000 units,3755.8,3653.2,3821.6,3971.1,4084.3
Israel,Retail,Others,Others,Retail Value RSP excl Sales Tax,ILS million,78464.2,83992,89987.6,88106.5,88876.8
Israel,Retail,Total,Total,Retail Value RSP excl Sales Tax,ILS million,147106.7,156157.4,167903.4,169807.1,174869.2
Israel,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,ILS million,72226.8,73606,78217.9,76968.9,77133.4
Israel,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,ILS million,133345.2,132579.9,142196.8,145707.8,149382.3
Israel,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,ILS million,42825.8,34884.9,38881.7,39809.7,39464.5
Israel,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,ILS million,70782.5,58048.9,67069.6,69502.9,71719.2
Israel,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,ILS million,10514.9,11029.9,11075.1,10935.4,10845.1
Israel,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,ILS million,13590.3,14325.5,14616.3,14680.6,14856.8
Israel,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,ILS million,4651.5,9130.7,10165,9599.9,10130.5
Israel,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,ILS million,13761.5,23577.5,25706.6,24099.2,25486.9
Morocco,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,1492.1,1409.2,1400.9,1417.8,1463.1
Morocco,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,404.3,372.3,396.1,464.4,538
Morocco,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,142.8,182.6,318.4,426.7,518.5
Morocco,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,172.3,195.4,215.4,232.2,245.2
Morocco,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,347.2,330.3,312.6,283.7,240.1
Morocco,Mobile Phones,Infinix (Transsion Holdings),Transsion Holdings,Retail Volume,000 units,63.8,104.5,126.2,134.8,151.4
Morocco,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,51.9,79.7,94.1,113.5,135.1
Morocco,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,28.9,38.4,47.1,58.4,65.2
Morocco,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,163.3,114.7,83.3,71.5,60.4
Morocco,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,-,-,38.2,54.9
Morocco,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,99.4,87.7,74.9,63,49.1
Morocco,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,54.5,51.9,48.4,43.9,38.1
Morocco,Mobile Phones,Wiko (Tinno Mobile Technology Corp),Tinno Mobile Technology Corp,Retail Volume,000 units,9,8.8,9.6,10.3,10.9
Morocco,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,8.2,8,8.9,9.8,10.3
Morocco,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,3.9,3.8,3.9,4.3,4.3
Morocco,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,-,-,-,-,-
Morocco,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,22.6,2.7,-,-,-
Morocco,Mobile Phones,Others,Others,Retail Volume,000 units,478.7,479.8,435.2,343.6,260.9
Morocco,Mobile Phones,Total,Total,Retail Volume,000 units,3543.1,3469.9,3575,3716.2,3845.6
Morocco,Retail,Others,Others,Retail Value RSP excl Sales Tax,MAD million,266430.3,249925.8,257890.2,276173.9,295504.9
Morocco,Retail,Total,Total,Retail Value RSP excl Sales Tax,MAD million,294949.8,280508.4,290161.6,311277.6,334183.2
Morocco,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,MAD million,265565.8,248664.2,256642.2,274747.5,293855.2
Morocco,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,MAD million,293628.4,278742.1,288362.9,309319.9,331957.1
Morocco,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,MAD million,129663.3,107843.9,112588.7,120458,130133.7
Morocco,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,MAD million,140674.1,118226.7,123851.7,132832.9,143487.5
Morocco,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,MAD million,12595.3,9159.5,9577.1,10447.1,11372.9
Morocco,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,MAD million,15720.6,12063.9,12571.8,13597.5,14649.6
Morocco,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,MAD million,586.1,967.1,891.5,1021.6,1193.3
Morocco,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,MAD million,1321.4,1766.3,1798.7,1957.7,2226.1
Nigeria,Mobile Phones,Tecno (Transsion Holdings),Transsion Holdings,Retail Volume,000 units,7649.5,7345,7128.1,6648.8,6292.7
Nigeria,Mobile Phones,Itel (Transsion Holdings),Transsion Holdings,Retail Volume,000 units,4676.1,4040.3,3626.2,3366.3,3142.7
Nigeria,Mobile Phones,Infinix (Transsion Holdings),Transsion Holdings,Retail Volume,000 units,1845.2,2127.1,2159.7,2278.7,2355
Nigeria,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,1389.1,1440.1,1594.7,1673.2,1734.7
Nigeria,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,1544.2,1229.8,1154.4,1155.7,1111.3
Nigeria,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,58.2,130.8,246,310.7,344.4
Nigeria,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,80,97.7,118.5,235.4,253.7
Nigeria,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,87.3,77.8,109.4,110.2,110.7
Nigeria,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,321.8,294.6,282.5,150.7,108.1
Nigeria,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,7.3,11.6,54.7,84.7,94.5
Nigeria,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,220.4,66.2,40.1,30.1,21.2
Nigeria,Mobile Phones,Gionee (Gionee Communication Equipment Co Ltd),Gionee Communication Equipment Co Ltd,Retail Volume,000 units,21.8,31.5,79.3,23.5,5.8
Nigeria,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,40.7,8.3,-,-,-
Nigeria,Mobile Phones,Fero (Midcom Group),Midcom Group,Retail Volume,000 units,-,-,-,-,-
Nigeria,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,5.1,2.5,0.9,-,-
Nigeria,Mobile Phones,Others,Others,Retail Volume,000 units,850,1133.8,1263.6,1172.5,1097.7
Nigeria,Mobile Phones,Total,Total,Retail Volume,000 units,18796.6,18037.1,17858,17240.6,16672.5
Nigeria,Retail,Others,Others,Retail Value RSP excl Sales Tax,NGN billion,8752.2,8611.5,9385.7,11233,13617.3
Nigeria,Retail,Total,Total,Retail Value RSP excl Sales Tax,NGN billion,9183.7,9049.4,9886.9,11814.5,14290.2
Nigeria,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,NGN billion,8706,8569.9,9322.3,11151.1,13506.9
Nigeria,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,NGN billion,9057.4,8917.3,9716.2,11612.5,14030.2
Nigeria,Non-Grocery Retailers,Panasonic (Panasonic Corp),Panasonic Corp,Retail Value RSP excl Sales Tax,NGN billion,4.6,3.2,3.5,4.1,4.7
Nigeria,Non-Grocery Retailers,Sony (Sony Corp),Sony Corp,Retail Value RSP excl Sales Tax,NGN billion,2.6,2.2,2.2,2.4,2.7
Nigeria,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,NGN billion,3097,2850.3,3116.7,3533.8,4216.8
Nigeria,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,NGN billion,3335.8,3076.3,3364.5,3818.6,4549.4
Nigeria,Appliances and Electronics Specialists,Panasonic (Panasonic Corp),Panasonic Corp,Retail Value RSP excl Sales Tax,NGN billion,4.6,3.2,3.5,4.1,4.7
Nigeria,Appliances and Electronics Specialists,Sony (Sony Corp),Sony Corp,Retail Value RSP excl Sales Tax,NGN billion,2.6,2.2,2.2,2.4,2.7
Nigeria,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,NGN billion,1419.4,1332.2,1466.6,1662.1,2037.1
Nigeria,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,NGN billion,1488.7,1395.1,1534.6,1739,2127.4
Nigeria,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,NGN billion,30.3,27.6,47.8,63.3,88.3
Nigeria,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,NGN billion,126.3,132,170.8,202,260
Saudi Arabia,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,7381.7,7789.9,8649.4,8293.4,7419
Saudi Arabia,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,3561.8,2998.2,3127.5,3278.8,3504.5
Saudi Arabia,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,2783.6,2441.9,2618.4,3283.3,3434.9
Saudi Arabia,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,778,853.6,791.1,814.4,648.7
Saudi Arabia,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,2223.1,1886.3,1577.5,971.7,341
Saudi Arabia,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,32.4,68,71.4,87.5,212.6
Saudi Arabia,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,425.2,276,210.9,198.3,118.9
Saudi Arabia,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,3.1,33,38.9,45
Saudi Arabia,Mobile Phones,Realme (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,-,27.5,35,39.6
Saudi Arabia,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,-,-,22,29.2,32.4
Saudi Arabia,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,66.8,52.9,35.7,7.9,1
Saudi Arabia,Mobile Phones,Bee (Bee Mobile),Bee Mobile,Retail Volume,000 units,184.7,-,-,-,-
Saudi Arabia,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,3.6,-,-,-,-
Saudi Arabia,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,459.6,468.1,-,-,-
Saudi Arabia,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,114,19.2,-,-,-
Saudi Arabia,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,25,10,8,3.9,-
Saudi Arabia,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,19.8,-,-,-,-
Saudi Arabia,Mobile Phones,Others,Others,Retail Volume,000 units,2230.7,2278.5,2446.4,1585.5,1777.6
Saudi Arabia,Mobile Phones,Total,Total,Retail Volume,000 units,20289.9,19145.8,19618.8,18627.7,17575.3
Saudi Arabia,Retail,Others,Others,Retail Value RSP excl Sales Tax,SAR million,266684,217912.5,234121.1,244207.5,253919.9
Saudi Arabia,Retail,Total,Total,Retail Value RSP excl Sales Tax,SAR million,375426,328332.9,346451.8,365645.2,381289.7
Saudi Arabia,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,SAR million,263347.2,214449,230799.9,240794.3,250483.2
Saudi Arabia,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,SAR million,361005.3,307605,324646.3,340459.8,353384.6
Saudi Arabia,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,SAR million,153743,110655.3,125263.8,133528.6,139890.7
Saudi Arabia,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,SAR million,222432.4,170826.5,187545.9,198011.3,206090.1
Saudi Arabia,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,SAR million,11014.4,10386.2,11469.8,11932.5,13010.6
Saudi Arabia,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,SAR million,21009.8,19278.5,20255.9,21540.1,22497
Saudi Arabia,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,SAR million,349.3,644.5,852.7,733.8,694
Saudi Arabia,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,SAR million,14420.7,20727.8,21805.5,25185.4,27905
South Africa,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,6057.6,5543.1,6064.1,6550,6907.4
South Africa,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,2051,1996.5,2066.4,2233,2252.1
South Africa,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,1511.5,1382,1599.1,1949.5,2120.7
South Africa,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,1826.5,1576.4,1465,1395.9,1362.8
South Africa,Mobile Phones,Hisense (Hisense Group),Hisense Group,Retail Volume,000 units,1010.3,982.9,1083.7,1240.6,1360.6
South Africa,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,1099.9,1044.3,1130.8,1160.8,1126
South Africa,Mobile Phones,Tecno (Transsion Holdings),Transsion Holdings,Retail Volume,000 units,-,-,196,416.5,519.6
South Africa,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,110,239.4,375.5,425.3
South Africa,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,167.7,216.8,277.7,350.9,384.7
South Africa,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,235,254.6,187.8,212.7,213.9
South Africa,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,95,109.2,128.4,137
South Africa,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,340.2,219.8,164.9,122.2,85.1
South Africa,Mobile Phones,MTN Smart S (MTN Group Ltd),MTN Group Ltd,Retail Volume,000 units,100,84.2,69.5,59.8,51.1
South Africa,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,43.8,38.5,31,21.3,18.8
South Africa,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,32.6,-,-,-,-
South Africa,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,163,138.2,-,-,-
South Africa,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,65.2,53.8,31.4,-,-
South Africa,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,100,61.4,-,-,-
South Africa,Mobile Phones,Others,Others,Retail Volume,000 units,3040.6,2276.9,2981.2,2666.7,730.1
South Africa,Mobile Phones,Total,Total,Retail Volume,000 units,17844.8,16074.5,17697.4,18883.7,17695.4
South Africa,Retail,Others,Others,Retail Value RSP excl Sales Tax,ZAR million,451210.6,418164.5,458244.6,485218.6,511428.3
South Africa,Retail,Total,Total,Retail Value RSP excl Sales Tax,ZAR million,1060123.8,1028976.2,1114685.6,1195732,1275311.4
South Africa,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,ZAR million,440339.8,402732.7,437285,458840.6,483319.9
South Africa,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,ZAR million,1042571.3,998870.6,1072526.6,1143517,1215339.5
South Africa,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,ZAR million,193479.2,172930.2,183155.3,190501.5,200181.3
South Africa,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,ZAR million,431058.8,395315.7,423718.4,446556.9,469012.9
South Africa,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,ZAR million,35742.5,34896.6,35856.3,36612.6,37906.9
South Africa,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,ZAR million,44279.3,42251.3,43931.1,45130.4,46955.3
South Africa,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,ZAR million,5162.7,10031.3,14787.2,19361.3,21340.2
South Africa,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,ZAR million,17552.5,30105.6,42159,52215,59971.9
United Arab Emirates,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,1606.1,1645.2,1789.2,1608.9,1390.2
United Arab Emirates,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,1050.6,931.5,964.3,1156.2,1173.4
United Arab Emirates,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,490.5,799.5,816.5,967.1,1146
United Arab Emirates,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,560.8,500.3,519.7,905.8,1002.7
United Arab Emirates,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,109.3,144.3,152.9,427.7,528.9
United Arab Emirates,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,157.9,141.3,150.5,157.8,163.8
United Arab Emirates,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,250.1,206.3,185.7,131.2,119.9
United Arab Emirates,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,62.9,55.6,72.1,74.8,90.4
United Arab Emirates,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,164.4,153.8,173.4,89.7,89.6
United Arab Emirates,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,101.1,92.1,93,82.9,88.9
United Arab Emirates,Mobile Phones,Hisense (Hisense Group),Hisense Group,Retail Volume,000 units,126.4,102.9,86.4,74.8,77.9
United Arab Emirates,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,77.6,59.7,53.4,30.3,34.5
United Arab Emirates,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,8.3,12.5,19.4,18.5,22
United Arab Emirates,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,14.7,11.5,7.1,4,3.5
United Arab Emirates,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,40.5,33.9,30.8,3.6,3.3
United Arab Emirates,Mobile Phones,Bee (Bee Mobile),Bee Mobile,Retail Volume,000 units,20,-,-,-,-
United Arab Emirates,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,44.1,-,-,-,-
United Arab Emirates,Mobile Phones,Others,Others,Retail Volume,000 units,601,931.3,1091.8,1183.7,1561.2
United Arab Emirates,Mobile Phones,Total,Total,Retail Volume,000 units,5486.4,5821.7,6206.2,6917.1,7496.2
United Arab Emirates,Retail,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,AED million,287.1,313.3,356,375.5,384.8
United Arab Emirates,Retail,Others,Others,Retail Value RSP excl Sales Tax,AED million,90257.7,73285.1,80401,88297.2,94513.6
United Arab Emirates,Retail,Total,Total,Retail Value RSP excl Sales Tax,AED million,203456.5,190393.9,200706.6,217803.4,231721.4
United Arab Emirates,Retail Offline,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,AED million,268.4,262.1,304.8,314.3,322
United Arab Emirates,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,AED million,86400.7,68961.8,76075.5,82661.2,87276.7
United Arab Emirates,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,AED million,191692.1,173581.2,181928.8,194668.7,203806.2
United Arab Emirates,Non-Grocery Retailers,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,AED million,268.4,262.1,304.8,314.3,322
United Arab Emirates,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,AED million,63222.2,48105.7,54517.4,58943.2,61555.4
United Arab Emirates,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,AED million,126708.8,103794.7,112831.2,122296,128357.1
United Arab Emirates,Appliances and Electronics Specialists,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,AED million,268.4,262.1,304.8,314.3,322
United Arab Emirates,Appliances and Electronics Specialists,Panasonic (Panasonic Corp),Panasonic Corp,Retail Value RSP excl Sales Tax,AED million,3.3,3,3.2,3.4,3.5
United Arab Emirates,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,AED million,1944,2042.9,2065.5,2335.8,2431.8
United Arab Emirates,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,AED million,11905.6,11119.8,10324.5,11675.6,12155.5
United Arab Emirates,Retail E-Commerce,Samsung (Samsung Corp),Samsung Corp,Retail Value RSP excl Sales Tax,AED million,18.7,51.2,51.2,61.2,62.8
United Arab Emirates,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,AED million,1130.9,1607.2,1864,3035,4322.3
United Arab Emirates,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,AED million,11764.4,16812.7,18777.8,23134.8,27915.2
North America,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,49738.3,47023.8,51600.6,56304.7,57651.8
North America,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,38562,36145.7,36554.6,35077.5,34294.5
North America,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,10805.7,8130.6,8899.7,8099.3,7192.4
North America,Mobile Phones,TCL (TCL Corp),TCL Corp,Retail Volume,000 units,-,5354.9,5874.1,6167.8,5800.9
