Geography,Category,Brand Name,Company Name (GBO),Data Type,Unit,2019,2020,2021,2022,2023
Australia,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,618.4,444.9,169.8,85.4,56.1
Australia,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,477.2,340,121.9,38.2,18.5
Australia,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,245.6,163.4,52.1,27.7,9.2
Australia,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,86.4,33,27,21.2,9.2
Australia,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,70.1,38.4,13.3,4.2,-
Australia,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,86,66.7,-,-,-
Australia,Mobile Phones,Microsoft (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,-,-,-,-,-
Australia,Mobile Phones,Others,Others,Retail Volume,000 units,186.1,324.6,602.5,352.4,250
Australia,Mobile Phones,Total,Total,Retail Volume,000 units,9190.9,9277.4,9442.9,9445.3,9241.9
Australia,Retail,Others,Others,Retail Value RSP excl Sales Tax,AUD million,84837.2,97910.2,95169.2,99913.6,100059
Australia,Retail,Total,Total,Retail Value RSP excl Sales Tax,AUD million,279675.9,307967.2,318951.8,348952,358090.1
Australia,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,AUD million,59533.2,64799.7,57258.2,65074.2,66160.7
Australia,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,AUD million,247347.8,261443.7,260867.2,286104.4,294362.7
Australia,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,AUD million,28970.9,28654.9,27817.7,31987.8,32897.1
Australia,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,AUD million,92186.6,92396.4,95697.7,108097.8,110401.9
Australia,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,AUD million,1508.6,1929.2,1959.6,2180,2470.5
Australia,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,AUD million,16492.4,18291,19626.1,20371.9,20589.7
Australia,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,AUD million,17618.3,25678.5,30151.9,26469.2,25451
Australia,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,AUD million,32328.1,46523.5,58084.6,62847.5,63727.4
Czech Republic,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,975,917.3,1012.9,919.2,804.6
Czech Republic,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,460,588,704.7,680.3,663.8
Czech Republic,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,338.3,331.8,398.6,403.6,383
Czech Republic,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,51.9,117.6,141,135.6,135.9
Czech Republic,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,28,109,140,128
Czech Republic,Mobile Phones,Realme (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,15.6,140,135,118
Czech Republic,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,176.9,155.5,145.1,96.6,61
Czech Republic,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,61.2,41.4,42.2,44.9
Czech Republic,Mobile Phones,Infinix (Transsion Holdings),Transsion Holdings,Retail Volume,000 units,-,-,-,4,43
Czech Republic,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,-,22.5,54.8,37.3
Czech Republic,Mobile Phones,TCL (TCL Corp),TCL Corp,Retail Volume,000 units,33,34,48,45.6,34.2
Czech Republic,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,108.9,81.9,61,42.4,33.8
Czech Republic,Mobile Phones,OnePlus (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,8,42,72,33
Czech Republic,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,157,125,80.6,39.5,31.3
Czech Republic,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,456.6,359.1,57.4,20,14.6
Czech Republic,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,21.8,17.2,14.6,12.1,9.5
Czech Republic,Mobile Phones,Aligator (Adart Computers sro),Adart Computers sro,Retail Volume,000 units,22,18,14.6,13.6,8.2
Czech Republic,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,26.3,12,10,8.3,6.6
Czech Republic,Mobile Phones,Panasonic (Panasonic Corp),Panasonic Corp,Retail Volume,000 units,-,12,9.5,7.4,3.3
Czech Republic,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,4,-,-,-,-
Czech Republic,Mobile Phones,Honor (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,56.6,-,-,-,-
Czech Republic,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,19.4,-,-,-,-
Czech Republic,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,156.8,141,32.5,-,-
Czech Republic,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,-,-,-,-,-
Czech Republic,Mobile Phones,Others,Others,Retail Volume,000 units,139.7,100.7,32.9,52.5,41.6
Czech Republic,Mobile Phones,Total,Total,Retail Volume,000 units,3204.1,3123.9,3118.2,2924.7,2635.5
Czech Republic,Retail,Others,Others,Retail Value RSP excl Sales Tax,CZK million,298361.1,291232.2,309836.6,333661.2,344094.6
Czech Republic,Retail,Total,Total,Retail Value RSP excl Sales Tax,CZK million,942587.4,966090.8,1029467.7,1134943.6,1159464.3
Czech Republic,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,CZK million,227733.6,206446.7,221813.9,244911.4,252033.8
Czech Republic,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,CZK million,813820.3,803049.9,843597.7,938293.2,957897.6
Czech Republic,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,CZK million,151460.9,139094,150230.5,167958.7,173946
Czech Republic,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,CZK million,367957.4,338235.8,364908.5,415009.2,431039.1
Czech Republic,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,CZK million,12574.2,11816.3,12464.3,13471.7,13337
Czech Republic,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,CZK million,37569.2,35337.6,38023,41422.5,42582.3
Czech Republic,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,CZK million,56538,69354.2,71250.7,71394.4,74276.3
Czech Republic,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,CZK million,128767.1,163040.9,185870,196650.5,201566.7
Hungary,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,1062.4,1077.9,1065.3,948.2,839.7
Hungary,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,167,274.3,359.4,419.5,411
Hungary,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,427.5,408.7,423.6,401.8,364
Hungary,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,149.4,134.3,135.8,154.4,149.9
Hungary,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,83.7,97.5,99.1,95.3
Hungary,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,79,72.4,74.4,72.8,66.9
Hungary,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,92,83.5,77.1,69,59.5
Hungary,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,-,22.8,27.1,29.6
Hungary,Mobile Phones,Blaupunkt (Blaupunkt Group),Blaupunkt Group,Retail Volume,000 units,45.4,39.8,36,33.1,29.5
Hungary,Mobile Phones,Hisense (Hisense Group),Hisense Group,Retail Volume,000 units,30.7,30.5,31.2,30.4,28.3
Hungary,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,-,20.6,25.6,28.1
Hungary,Mobile Phones,TCL (TCL Corp),TCL Corp,Retail Volume,000 units,18.3,23.9,25.2,25,23.2
Hungary,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,29.1,19.8,13.2,9.3,6.4
Hungary,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,19.7,10.7,8.5,6.9,5.8
Hungary,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,20,11.6,7.8,6.4,5.4
Hungary,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,5.1,4,3.3,2.6,2.1
Hungary,Mobile Phones,Navon (Hungaro Flotta Kft),Hungaro Flotta Kft,Retail Volume,000 units,5.4,3.9,3.2,2.6,1.9
Hungary,Mobile Phones,Sencor (Sencor Europe Sro),Sencor Europe Sro,Retail Volume,000 units,3.8,3.1,2.5,2,1.5
Hungary,Mobile Phones,Concorde (89 Elektronika Kft),89 Elektronika Kft,Retail Volume,000 units,1.7,1.2,0.9,0.7,0.5
Hungary,Mobile Phones,Honor (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,60.4,-,-,-,-
Hungary,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,99.3,94.6,91.6,55.5,-
Hungary,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,-,-,-,-,-
Hungary,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,14.6,-,-,-,-
Hungary,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,30.6,-,-,-,-
Hungary,Mobile Phones,Private Label,Private Label,Retail Volume,000 units,-,7.1,20.6,25.5,25.7
Hungary,Mobile Phones,Others,Others,Retail Volume,000 units,413.6,374.8,271.1,266.5,267.4
Hungary,Mobile Phones,Total,Total,Retail Volume,000 units,2774.8,2759.9,2791.7,2683.9,2441.8
Hungary,Retail,Others,Others,Retail Value RSP excl Sales Tax,HUF million,3204432.1,3056565.6,3319151.5,3623340.5,3802114.4
Hungary,Retail,Total,Total,Retail Value RSP excl Sales Tax,HUF million,9492470.1,9815555,10773685.4,12255113.9,12689081.4
Hungary,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,HUF million,2877659.6,2645297.8,2882351.7,3053889,3171031.4
Hungary,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,HUF million,9006761.1,9138297.3,9953526.3,11270923.1,11635997.2
Hungary,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,HUF million,1828902.9,1656170.1,1831732.4,1923438.6,1969630.1
Hungary,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,HUF million,3883574.7,3741229.2,4105859.8,4635751.4,4919520.9
Hungary,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,HUF million,81025.5,73749.3,86282.4,84803.5,83401.5
Hungary,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,HUF million,274326.9,250460.4,243747.7,303361.1,326454.2
Hungary,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,HUF million,224884,304345.2,322828.9,429315.4,486764.1
Hungary,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,HUF million,485709,677257.7,820159,984190.8,1053084.2
Poland,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,2824.5,3287.9,3353,3368.3,3755.7
Poland,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,2256,1804.1,1903.4,1840.3,1832.1
Poland,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,2529.1,2315,2113,1854.7,1539.6
Poland,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,586,687.3,643.3,590.5,578.3
Poland,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,363.6,374.3,389.2,485.2,477.3
Poland,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,257.2,268.5,253.8,236.9,230.7
Poland,Mobile Phones,myPhone (myPhone Sp zoo),myPhone Sp zoo,Retail Volume,000 units,247.6,211.8,178.5,149.8,127.6
Poland,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,35,96.1,105.7,120.3,118.2
Poland,Mobile Phones,Allview (Visual Fan SRL),Visual Fan SRL,Retail Volume,000 units,173.7,128.1,109.2,100,89.3
Poland,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,260.8,195.9,126,91.2,57.3
Poland,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,136.7,53,43,41.2,39.5
Poland,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,178.1,134.7,90.5,41.2,28.4
Poland,Mobile Phones,Maxcom (Maxcom SA),Maxcom SA,Retail Volume,000 units,83.5,67.7,53.4,33.4,28.4
Poland,Mobile Phones,Manta (Manta SA),Manta SA,Retail Volume,000 units,116.3,88.5,63.3,39.5,27.8
Poland,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,85.2,24.9,21.4,19.4,18.5
Poland,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,40.8,30.8,16.9,13.7,13.2
Poland,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,2,6,11.7,10.4
Poland,Mobile Phones,Blackberry (BlackBerry Ltd),BlackBerry Ltd,Retail Volume,000 units,-,-,-,-,-
Poland,Mobile Phones,Kruger & Matz (Lechpol),Lechpol,Retail Volume,000 units,22.4,-,-,-,-
Poland,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,318.1,244.6,228.7,120.3,-
Poland,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,0.1,-,-,-,-
Poland,Mobile Phones,Wiko (Tinno Mobile Technology Corp),Tinno Mobile Technology Corp,Retail Volume,000 units,2.3,-,-,-,-
Poland,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,0,-,-,-,-
Poland,Mobile Phones,Others,Others,Retail Volume,000 units,1529,1597.2,1753.6,1344.7,1043.1
Poland,Mobile Phones,Total,Total,Retail Volume,000 units,12046.1,11612.4,11452,10502.4,10015.5
Poland,Retail,Others,Others,Retail Value RSP excl Sales Tax,PLN million,207118.5,202096.2,209039.8,226973.4,240321.1
Poland,Retail,Total,Total,Retail Value RSP excl Sales Tax,PLN million,526473,551546.1,597508.9,685694.1,751983.8
Poland,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,PLN million,182523.5,168853.7,177545,190822.6,196486.6
Poland,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,PLN million,476266.7,473709.2,511865.4,586998.6,641188.1
Poland,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,PLN million,97661.1,93529,101268.5,107649.9,113532.3
Poland,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,PLN million,190297.7,184137,203853.2,224012.7,235501.4
Poland,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,PLN million,586.8,653.7,616.1,565.7,522.3
Poland,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,PLN million,20029,23158.1,26073.4,27218.8,27031.4
Poland,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,PLN million,18178.1,25665.6,22851.3,26479,32186.2
Poland,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,PLN million,50206.3,77836.9,85643.5,98695.6,110795.6
Romania,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,2196.4,2096.3,2026.4,1717.5,1616.3
Romania,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,303.4,355.4,404.8,557,632.4
Romania,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,94.2,250.5,530.2,609.9,588.2
Romania,Mobile Phones,Motorola (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,1,0.4,140.5,301.3,292.2
Romania,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,106.2,129,199,226.8
Romania,Mobile Phones,Allview (Visual Fan SRL),Visual Fan SRL,Retail Volume,000 units,220.5,196.1,112.1,101.3,82.8
Romania,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,47,69.3,111.2,112.2,76.9
Romania,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,52,62.3,69.1,69.2
Romania,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,904.7,621.5,320.7,86.3,69.2
Romania,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,283.4,182.3,114.9,93.1,57.3
Romania,Mobile Phones,Google Pixel (Alphabet Inc),Alphabet Inc,Retail Volume,000 units,-,8.7,13.2,18.6,29.6
Romania,Mobile Phones,E-Boda (E-Boda Distribution SRL),E-Boda Distribution SRL,Retail Volume,000 units,51.7,29.4,18.7,12.1,8.7
Romania,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,17.2,14,11,8.6,5.8
Romania,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,9.1,6,4.9,5.2,4.6
Romania,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,22.1,15.7,4.9,4.3,3.1
Romania,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,6.6,3.1,2.2,1.7,1.2
Romania,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,56.1,50.6,11.5,0.5,0.3
Romania,Mobile Phones,Evolio (Televoice Grup SRL),Televoice Grup SRL,Retail Volume,000 units,24.5,-,-,-,-
Romania,Mobile Phones,Honor (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,37.2,-,-,-,-
Romania,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,145,147.4,60.2,-,-
Romania,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,-,-,-,-,-
Romania,Mobile Phones,Utok (Skin Media SRL),Skin Media SRL,Retail Volume,000 units,12.3,-,-,-,-
Romania,Mobile Phones,Others,Others,Retail Volume,000 units,107.5,326.3,457.6,337.4,157.4
Romania,Mobile Phones,Total,Total,Retail Volume,000 units,4540,4531.2,4536.2,4235.1,3922
Romania,Retail,Others,Others,Retail Value RSP excl Sales Tax,RON million,80404.2,79249.4,84271.8,89095.5,92630
Romania,Retail,Total,Total,Retail Value RSP excl Sales Tax,RON million,188466.4,197870,218639.5,245527.6,263793
Romania,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,RON million,75334.7,73224.5,77806.3,81374.7,84496.8
Romania,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,RON million,174669.1,179960.9,198355.7,222118.5,239246.7
Romania,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,RON million,24629.3,21928.5,23605.7,25404.8,26467.8
Romania,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,RON million,63193.1,60209.2,68607.2,77104.2,84088.3
Romania,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,RON million,4394.6,4906.3,5785.2,6186.3,6378.1
Romania,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,RON million,8531,9523.2,10936.5,11834.3,12357.1
Romania,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,RON million,4028.8,4557.1,4991.7,5957,6161.5
Romania,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,RON million,13797.3,17909,20283.8,23409.1,24546.4
Russia,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,4139.8,5958,6023.1,6085.6,7345
Russia,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,9045.5,10034.5,10192.9,5719.3,4761.7
Russia,Mobile Phones,iPhone (Apple Inc),Apple Inc,Retail Volume,000 units,3196.1,3574.8,3397.6,2767.6,1971.9
Russia,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,3316.7,2038.3,1544.4,1060.2,1786.3
Russia,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,2195.1,2162.1,1484.3,1469
Russia,Mobile Phones,Oppo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,114.6,470.4,617.8,424.1,1020.7
Russia,Mobile Phones,Realme (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,-,156.8,308.9,968,979.3
Russia,Mobile Phones,Maxvi (Alfatel OOO),Alfatel OOO,Retail Volume,000 units,-,1251.8,1123.1,667.5,646.5
Russia,Mobile Phones,Texet (Alkotel ZAO),Alkotel ZAO,Retail Volume,000 units,316.9,1043.1,945.8,562.1,506
Russia,Mobile Phones,bq (Mundo Reader SL),Mundo Reader SL,Retail Volume,000 units,603,439,389.2,267.2,459.3
Russia,Mobile Phones,Fly (Meridian Telecom Plc),Meridian Telecom Plc,Retail Volume,000 units,1121.9,769,604.9,382.5,431.6
Russia,Mobile Phones,Itel (Transsion Holdings),Transsion Holdings,Retail Volume,000 units,-,765,709.3,421.6,421.7
Russia,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,883.6,1197.1,1206.2,768.1,367.6
Russia,Mobile Phones,Inoi (Inoy OOO),Inoy OOO,Retail Volume,000 units,880.3,695.4,532,316.2,309.2
Russia,Mobile Phones,Dexp (DNS OOO),DNS OOO,Retail Volume,000 units,482.4,351.2,247.1,169.6,306.2
Russia,Mobile Phones,bq (Novaya Liniya OOO),Novaya Liniya OOO,Retail Volume,000 units,-,695.4,472.9,281,281.1
Russia,Mobile Phones,Alcatel (TCL Corp),TCL Corp,Retail Volume,000 units,1188.4,1062.1,1044.8,282.3,270.5
Russia,Mobile Phones,Digma (Nippon Klick Corp),Nippon Klick Corp,Retail Volume,000 units,361.8,263.4,234.7,161.2,193.9
Russia,Mobile Phones,Vivo (BBK Electronics Corp Ltd),BBK Electronics Corp Ltd,Retail Volume,000 units,280.4,263.4,234.7,161.2,193.9
Russia,Mobile Phones,ZTE (ZTE Corp),ZTE Corp,Retail Volume,000 units,319.1,226.5,197.5,135.3,162.2
Russia,Mobile Phones,Jinga (UT Group Ltd),UT Group Ltd,Retail Volume,000 units,1056.3,347.7,177.3,105.4,140.6
Russia,Mobile Phones,Asus (AsusTek Computer Inc),AsusTek Computer Inc,Retail Volume,000 units,150.8,94.1,61.8,42.4,51
Russia,Mobile Phones,Sony (Sony Corp),Sony Corp,Retail Volume,000 units,156.8,59.6,49.4,33.9,40.8
Russia,Mobile Phones,Lenovo (Lenovo Group Ltd),Lenovo Group Ltd,Retail Volume,000 units,60.3,31.4,30.9,21.2,25.5
Russia,Mobile Phones,HTC (HTC Corp),HTC Corp,Retail Volume,000 units,60.3,25.1,15.4,10.6,5.1
Russia,Mobile Phones,Philips (Koninklijke Philips NV),Koninklijke Philips NV,Retail Volume,000 units,56.3,22.3,9.5,5.6,4.5
Russia,Mobile Phones,Explay (Explay ZAO),Explay ZAO,Retail Volume,000 units,31,3.8,3.1,2.1,2.6
Russia,Mobile Phones,Honor (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,5728.8,-,-,-,-
Russia,Mobile Phones,LG (LG Corp),LG Corp,Retail Volume,000 units,603.9,471.1,-,-,-
Russia,Mobile Phones,Lumia (Microsoft Corp),Microsoft Corp,Retail Volume,000 units,-,-,-,-,-
Russia,Mobile Phones,Others,Others,Retail Volume,000 units,4799.3,3806.9,4262.2,1411.8,3140.5
Russia,Mobile Phones,Total,Total,Retail Volume,000 units,38954.6,38312.1,36798.6,24718,27294.3
Russia,Retail,Others,Others,Retail Value RSP excl Sales Tax,RUB million,13846467,12178555.3,12643337.8,12340197.4,11272943.6
Russia,Retail,Total,Total,Retail Value RSP excl Sales Tax,RUB million,23577921.9,23499761.7,26401287.3,28576869.7,31590229.6
Russia,Retail Offline,Others,Others,Retail Value RSP excl Sales Tax,RUB million,12800345.8,11132455.8,11487557.8,10884074,9784435.6
Russia,Retail Offline,Total,Total,Retail Value RSP excl Sales Tax,RUB million,21674034.6,20703567.7,22259844.5,22778849.7,23762902.6
Russia,Non-Grocery Retailers,Others,Others,Retail Value RSP excl Sales Tax,RUB million,5953381.8,4662797.3,5113690.2,4533456.2,4179863
Russia,Non-Grocery Retailers,Total,Total,Retail Value RSP excl Sales Tax,RUB million,9017146.9,7696843.7,8683007.6,8109900.3,8473253.2
Russia,Appliances and Electronics Specialists,Others,Others,Retail Value RSP excl Sales Tax,RUB million,218854.7,196359.8,218398.4,158731.5,132349.8
Russia,Appliances and Electronics Specialists,Total,Total,Retail Value RSP excl Sales Tax,RUB million,931941.9,850811.4,931612.3,817040.9,903361.2
Russia,Retail E-Commerce,Others,Others,Retail Value RSP excl Sales Tax,RUB million,690969.2,683751.3,746972.1,1039319.9,999936.3
Russia,Retail E-Commerce,Total,Total,Retail Value RSP excl Sales Tax,RUB million,1903887.3,2796194,4141442.9,5798020,7827327
Ukraine,Mobile Phones,Xiaomi (Xiaomi Corp),Xiaomi Corp,Retail Volume,000 units,1271.3,1602.5,1219.4,830.3,1302.3
Ukraine,Mobile Phones,Samsung (Samsung Corp),Samsung Corp,Retail Volume,000 units,1139.7,1069.5,1052.7,680.9,1030.7
Ukraine,Mobile Phones,Honor (Shenzhen Zhixin New Information Technology Co Ltd),Shenzhen Zhixin New Information Technology Co Ltd,Retail Volume,000 units,-,213.6,179.3,184.9,330.9
Ukraine,Mobile Phones,Sigma (Sigma Mobile TOV),Sigma Mobile TOV,Retail Volume,000 units,296,324.9,370.9,265.4,311.5
Ukraine,Mobile Phones,Huawei (Huawei Technologies Co Ltd),Huawei Technologies Co Ltd,Retail Volume,000 units,872.3,763.3,401.8,221.8,299.9
Ukraine,Mobile Phones,Nokia (Nokia Corp),Nokia Corp,Retail Volume,000 units,236.4,194,243.1,212.8,268.2
Ukraine,Mobile Phones,Meizu (Meizu Telecom Equipment Co Ltd),Meizu Telecom Equipment Co Ltd,Retail Volume,000 units,279.8,255.2,168,118.4,190.3
